range_index,start_timestamp,end_timestamp,duration_ns,sm__inst_executed_realtime.sum.per_cycle_active,sm__cycles_active.sum,l1tex__t_bytes.sum,sm__inst_executed_realtime.sum,dram__bytes.sum,dram__cycles_active.sum
60,1765294539420096372,1765294539424304772,4208400,67.615332,290682683.000000,2514170656.000000,655153540.000000,576640256.000000,72080032.000000
61,1765294539424304772,1765294539428641656,4336884,82.481842,300324810.000000,2644658144.000000,825711452.000000,224758016.000000,28094752.000000
62,1765294539428641656,1765294539432860777,4219121,77.048405,295355356.000000,2364093120.000000,758555304.000000,558970368.000000,69871296.000000
63,1765294539432860777,1765294539437116507,4255730,77.057173,292767643.000000,2531443808.000000,751994896.000000,437879808.000000,54734976.000000
64,1765294539437116507,1765294539441436143,4319636,74.446266,296099489.000000,2591564704.000000,734783376.000000,371434752.000000,46429344.000000
65,1765294539441436143,1765294539445654304,4218161,75.520974,290826020.000000,2380326624.000000,732115476.000000,493518080.000000,61689760.000000
66,1765294539445654304,1765294539449961587,4307283,86.616021,300144082.000000,2588094816.000000,866576200.000000,341540352.000000,42692544.000000
67,1765294539449961587,1765294539454219365,4257778,67.431614,294712459.000000,2531590912.000000,662431228.000000,575887360.000000,71985920.000000
68,1765294539454219365,1765294539458478839,4259474,78.767526,297638674.000000,2427381472.000000,781475396.000000,338307328.000000,42288416.000000
69,1765294539458478839,1765294539462778154,4299315,82.943785,303055892.000000,2622734688.000000,837886756.000000,472889856.000000,59111232.000000
70,1765294539462778154,1765294539466992379,4214225,69.057538,289499459.000000,2524216416.000000,666403992.000000,556232448.000000,69529056.000000
71,1765294539466992379,1765294539471316846,4324467,80.603241,299635455.000000,2612141920.000000,805052964.000000,248611584.000000,31076448.000000
72,1765294539471316846,1765294539475536511,4219665,76.536904,295321893.000000,2362465504.000000,753434108.000000,563605504.000000,70450688.000000
73,1765294539475536511,1765294539479795505,4258994,77.977340,291678700.000000,2523583488.000000,758144304.000000,426112256.000000,53264032.000000
74,1765294539479795505,1765294539484127685,4332180,75.287154,297807250.000000,2599211360.000000,747368680.000000,365197056.000000,45649632.000000
75,1765294539484127685,1765294539488345686,4218001,76.598245,295088070.000000,2448912928.000000,753440944.000000,489571584.000000,61196448.000000
76,1765294539488345686,1765294539492645833,4300147,84.425752,302208375.000000,2588147104.000000,850472308.000000,374080256.000000,46760032.000000
77,1765294539492645833,1765294539496910203,4264370,69.966902,291466993.000000,2534942240.000000,679768088.000000,537316608.000000,67164576.000000
78,1765294539496910203,1765294539501160973,4250770,78.445080,293495370.000000,2392006624.000000,767442264.000000,344181504.000000,43022688.000000
79,1765294539501160973,1765294539505472896,4311923,83.875097,303173493.000000,2637945408.000000,847623536.000000,458789120.000000,57348640.000000
80,1765294539505472896,1765294539509676177,4203281,67.827276,289005715.000000,2498810272.000000,653415680.000000,567734272.000000,70966784.000000
81,1765294539509676177,1765294539514005572,4329395,80.556937,299453810.000000,2611880288.000000,804102728.000000,257266432.000000,32158304.000000
82,1765294539514005572,1765294539518219893,4214321,76.769148,295353778.000000,2367497824.000000,755801928.000000,553433600.000000,69179200.000000
83,1765294539518219893,1765294539522481255,4261362,77.794894,291159910.000000,2515549824.000000,755025144.000000,422213888.000000,52776736.000000
84,1765294539522481255,1765294539526810715,4329460,75.354892,297779066.000000,2605370848.000000,747970308.000000,366255360.000000,45781920.000000
85,1765294539526810715,1765294539531023244,4212529,76.025799,290313571.000000,2399302944.000000,735710708.000000,486208768.000000,60776096.000000
86,1765294539531023244,1765294539535333375,4310131,86.091983,301505582.000000,2590695744.000000,865240444.000000,356903680.000000,44612960.000000
87,1765294539535333375,1765294539539585809,4252434,67.042195,290594915.000000,2487228128.000000,649404028.000000,569735936.000000,71216992.000000
88,1765294539539585809,1765294539543842499,4256690,79.240576,295531717.000000,2435786976.000000,780603452.000000,334640128.000000,41830016.000000
89,1765294539543842499,1765294539548133110,4290611,82.873556,300333488.000000,2586097088.000000,829656804.000000,468163072.000000,58520384.000000
90,1765294539548133110,1765294539552337926,4204816,68.073372,289438155.000000,2509926176.000000,656767704.000000,568884480.000000,71110560.000000
91,1765294539552337926,1765294539556668090,4330164,81.301377,298849219.000000,2603836672.000000,809895104.000000,238281728.000000,29785216.000000
92,1765294539556668090,1765294539560882219,4214129,76.305321,295076825.000000,2373593760.000000,750531060.000000,551219968.000000,68902496.000000
93,1765294539560882219,1765294539565145949,4263730,77.931813,291758455.000000,2518282752.000000,757908844.000000,435549184.000000,54443648.000000
94,1765294539565145949,1765294539569471665,4325716,75.547737,300224419.000000,2603671936.000000,756042512.000000,366310400.000000,45788800.000000
95,1765294539569471665,1765294539573694338,4222673,76.866254,296940021.000000,2421316640.000000,760822240.000000,454274304.000000,56784288.000000
96,1765294539573694338,1765294539577986804,4292466,82.853894,299480573.000000,2583268000.000000,827104388.000000,394715136.000000,49339392.000000
97,1765294539577986804,1765294539582259047,4272243,69.021481,296538138.000000,2548556064.000000,682250044.000000,544618496.000000,68077312.000000
98,1765294539582259047,1765294539586524537,4265490,78.900835,296321660.000000,2424098144.000000,779334216.000000,350033152.000000,43754144.000000
99,1765294539586524537,1765294539590821196,4296659,81.714859,302950353.000000,2599767648.000000,825184844.000000,498912256.000000,62364032.000000
100,1765294539590821196,1765294539595042269,4221073,68.155370,294039192.000000,2538912960.000000,668011668.000000,571405056.000000,71425632.000000
101,1765294539595042269,1765294539599378321,4336052,80.673338,302962683.000000,2636552928.000000,814700368.000000,249536000.000000,31192000.000000
102,1765294539599378321,1765294539603605122,4226801,76.408922,298712814.000000,2399388448.000000,760810808.000000,560437504.000000,70054688.000000
103,1765294539603605122,1765294539607875700,4270578,77.681408,295925062.000000,2553002272.000000,766262520.000000,435747840.000000,54468480.000000
104,1765294539607875700,1765294539612213064,4337364,74.951183,303550760.000000,2628460288.000000,758382956.000000,367841536.000000,45980192.000000
105,1765294539612213064,1765294539616430585,4217521,74.600009,294146878.000000,2428170272.000000,731445324.000000,515323392.000000,64415424.000000
106,1765294539616430585,1765294539620744300,4313715,86.149582,303210033.000000,2596462272.000000,870713924.000000,345332736.000000,43166592.000000
107,1765294539620744300,1765294539625010879,4266579,67.226699,293954480.000000,2511640064.000000,658719644.000000,572612608.000000,71576576.000000
108,1765294539625010879,1765294539629273937,4263058,78.616864,296720880.000000,2417246016.000000,777575500.000000,336694272.000000,42086784.000000
109,1765294539629273937,1765294539633583492,4309555,82.781675,307090299.000000,2654818592.000000,847381644.000000,479492864.000000,59936608.000000
110,1765294539633583492,1765294539637806421,4222929,68.465953,293831826.000000,2545074560.000000,670582536.000000,563968768.000000,70496096.000000
111,1765294539637806421,1765294539642129769,4323348,80.361665,299404069.000000,2605077312.000000,802020320.000000,250820096.000000,31352512.000000
112,1765294539642129769,1765294539646346969,4217200,76.551215,295152345.000000,2357442304.000000,753142356.000000,566018048.000000,70752256.000000
113,1765294539646346969,1765294539650605003,4258034,77.905257,291087769.000000,2523436448.000000,755908916.000000,426487040.000000,53310880.000000
114,1765294539650605003,1765294539654936159,4331156,75.143125,297134822.000000,2597308640.000000,744254640.000000,366538752.000000,45817344.000000
115,1765294539654936159,1765294539659148240,4212081,76.221051,290349189.000000,2401942848.000000,737690676.000000,484246528.000000,60530816.000000
116,1765294539659148240,1765294539663455267,4307027,85.788734,302150920.000000,2587102080.000000,864038164.000000,347740928.000000,43467616.000000
117,1765294539663455267,1765294539667707989,4252722,67.026545,291116514.000000,2479387040.000000,650417800.000000,563648000.000000,70456000.000000
118,1765294539667707989,1765294539671963783,4255794,79.235585,294049654.000000,2410431072.000000,776639880.000000,324396032.000000,40549504.000000
119,1765294539671963783,1765294539676260698,4296915,83.152209,301709245.000000,2604260288.000000,836259676.000000,476618496.000000,59577312.000000
120,1765294539676260698,1765294539680468618,4207920,68.094286,288672182.000000,2504114208.000000,655230872.000000,569185536.000000,71148192.000000
121,1765294539680468618,1765294539684814207,4345589,82.469266,298998513.000000,2631479008.000000,821939600.000000,230070016.000000,28758752.000000
122,1765294539684814207,1765294539689034256,4220049,76.849859,300243870.000000,2408598752.000000,769123300.000000,562841856.000000,70355232.000000
123,1765294539689034256,1765294539693299234,4264978,78.324504,292664758.000000,2560560800.000000,764094064.000000,426212608.000000,53276576.000000
124,1765294539693299234,1765294539697623765,4324531,73.978282,299614293.000000,2574313696.000000,738831688.000000,368905728.000000,46113216.000000
125,1765294539697623765,1765294539701835142,4211377,74.982635,291077870.000000,2413097088.000000,727526188.000000,492925440.000000,61615680.000000
126,1765294539701835142,1765294539706146265,4311123,86.665928,299673259.000000,2571659712.000000,865715372.000000,341313024.000000,42664128.000000
127,1765294539706146265,1765294539710404523,4258258,67.946700,289352149.000000,2483943904.000000,655350784.000000,562235136.000000,70279392.000000
128,1765294539710404523,1765294539714666173,4261650,79.559744,295585529.000000,2416953568.000000,783890300.000000,318452992.000000,39806624.000000
0,1765294539714666173,1765294539718961776,4295603,82.972967,300188894.000000,2588769472.000000,830252108.000000,469031936.000000,58628992.000000
1,1765294539718961776,1765294539723167937,4206161,68.023829,288843492.000000,2504866720.000000,654941348.000000,566432768.000000,70804096.000000
2,1765294539723167937,1765294539727507957,4340020,82.511730,299129737.000000,2630055776.000000,822723732.000000,229770752.000000,28721344.000000
3,1765294539727507957,1765294539731726534,4218577,76.730083,299500636.000000,2404821024.000000,766023624.000000,561120512.000000,70140064.000000
4,1765294539731726534,1765294539735991192,4264658,78.142289,292555976.000000,2553997216.000000,762033124.000000,435243008.000000,54405376.000000
5,1765294539735991192,1765294539740318092,4326900,74.587450,299777968.000000,2592159296.000000,745322472.000000,365439744.000000,45679968.000000
6,1765294539740318092,1765294539744530013,4211921,74.678987,292321268.000000,2411470208.000000,727675204.000000,500336640.000000,62542080.000000
7,1765294539744530013,1765294539748833424,4303411,86.432107,298900494.000000,2562331072.000000,861153316.000000,333831168.000000,41728896.000000
8,1765294539748833424,1765294539753088321,4254897,67.347181,291288235.000000,2490102624.000000,653914720.000000,556944640.000000,69618080.000000
9,1765294539753088321,1765294539757342003,4253682,79.026150,293651196.000000,2410565728.000000,773537444.000000,341022720.000000,42627840.000000
10,1765294539757342003,1765294539761629606,4287603,82.722910,299201015.000000,2578216544.000000,825025956.000000,480254464.000000,60031808.000000
11,1765294539761629606,1765294539765827862,4198256,67.311710,287449793.000000,2475172704.000000,644957908.000000,573981184.000000,71747648.000000
12,1765294539765827862,1765294539770152650,4324788,80.444161,299828780.000000,2593061088.000000,803982488.000000,244014592.000000,30501824.000000
13,1765294539770152650,1765294539774375387,4222737,76.182453,300281951.000000,2428465792.000000,762540524.000000,558529792.000000,69816224.000000
14,1765294539774375387,1765294539778639693,4264306,78.648031,292228425.000000,2534272512.000000,766106340.000000,424256512.000000,53032064.000000
15,1765294539778639693,1765294539782974113,4334420,75.787654,300584804.000000,2605364608.000000,759353908.000000,369992192.000000,46249024.000000
16,1765294539782974113,1765294539787199090,4224977,77.879847,291403073.000000,2361632160.000000,756480892.000000,436212736.000000,54526592.000000
17,1765294539787199090,1765294539791496165,4297075,83.020355,299971935.000000,2631712320.000000,830125880.000000,398609920.000000,49826240.000000
18,1765294539791496165,1765294539795758135,4261970,69.900561,294706470.000000,2529670368.000000,686671584.000000,532566784.000000,66570848.000000
19,1765294539795758135,1765294539800008713,4250578,76.522004,295854386.000000,2419591200.000000,754645688.000000,361690368.000000,45211296.000000
20,1765294539800008713,1765294539804280251,4271538,82.583413,292082240.000000,2492063552.000000,804038272.000000,490514944.000000,61314368.000000
21,1765294539804280251,1765294539808479819,4199568,67.921972,288027904.000000,2498735264.000000,652114112.000000,571332352.000000,71416544.000000
22,1765294539808479819,1765294539812809439,4329620,80.427732,299387984.000000,2587449472.000000,802636548.000000,246368768.000000,30796096.000000
23,1765294539812809439,1765294539817021264,4211825,74.262041,295792231.000000,2380452544.000000,732204488.000000,541437696.000000,67679712.000000
24,1765294539817021264,1765294539821296034,4274770,78.547610,291953533.000000,2523815008.000000,764408412.000000,425035264.000000,53129408.000000
25,1765294539821296034,1765294539825635030,4338996,77.024965,300140911.000000,2599886368.000000,770611436.000000,386103296.000000,48262912.000000
26,1765294539825635030,1765294539829869768,4234738,82.320452,295028607.000000,2436596864.000000,809562944.000000,371417344.000000,46427168.000000
27,1765294539829869768,1765294539834168219,4298451,78.777769,297937898.000000,2593077056.000000,782362768.000000,457341184.000000,57167648.000000
28,1765294539834168219,1765294539838425357,4257138,71.966587,296929290.000000,2573555072.000000,712299588.000000,526176256.000000,65772032.000000
29,1765294539838425357,1765294539842686303,4260946,75.605107,296790756.000000,2444116704.000000,747963228.000000,358307584.000000,44788448.000000
30,1765294539842686303,1765294539846952177,4265874,82.977317,292592766.000000,2468861152.000000,809285428.000000,495703296.000000,61962912.000000
31,1765294539846952177,1765294539851154753,4202576,68.012328,288469314.000000,2501725408.000000,653982324.000000,561760768.000000,70220096.000000
32,1765294539851154753,1765294539855500726,4345973,82.456353,299518006.000000,2610372960.000000,823238752.000000,234195200.000000,29274400.000000
33,1765294539855500726,1765294539859714342,4213616,75.050956,295119873.000000,2398198624.000000,738300952.000000,541384192.000000,67673024.000000
34,1765294539859714342,1765294539863986201,4271859,78.415519,292974221.000000,2519988192.000000,765790852.000000,424696064.000000,53087008.000000
35,1765294539863986201,1765294539868318381,4332180,76.367495,303297762.000000,2614856832.000000,772069676.000000,391403264.000000,48925408.000000
36,1765294539868318381,1765294539872543966,4225585,80.277563,292152078.000000,2401453152.000000,781775232.000000,386060800.000000,48257600.000000
37,1765294539872543966,1765294539876849201,4305235,80.626983,299326058.000000,2598348448.000000,804458564.000000,427332352.000000,53416544.000000
38,1765294539876849201,1765294539881094594,4245393,70.684505,294262838.000000,2558778848.000000,693327432.000000,554327040.000000,69290880.000000
39,1765294539881094594,1765294539885367669,4273075,77.673206,296516118.000000,2471661792.000000,767711920.000000,340380160.000000,42547520.000000
40,1765294539885367669,1765294539889623079,4255410,82.043316,291672441.000000,2458293856.000000,797659140.000000,507477760.000000,63434720.000000
41,1765294539889623079,1765294539893825591,4202512,67.094180,290157961.000000,2493729632.000000,648930344.000000,560374528.000000,70046816.000000
42,1765294539893825591,1765294539898149099,4323508,81.134982,299426828.000000,2590388128.000000,809799672.000000,248305664.000000,31038208.000000
43,1765294539898149099,1765294539902375868,4226769,74.716310,295492823.000000,2412543520.000000,735937776.000000,522348544.000000,65293568.000000
44,1765294539902375868,1765294539906652014,4276146,78.904502,292439071.000000,2511140160.000000,769158644.000000,439225088.000000,54903136.000000
45,1765294539906652014,1765294539910989474,4337460,78.037117,301978840.000000,2636475680.000000,785518604.000000,386206464.000000,48275808.000000
46,1765294539910989474,1765294539915225268,4235794,80.525322,292096163.000000,2394844288.000000,784037920.000000,379522304.000000,47440288.000000
47,1765294539915225268,1765294539919534983,4309715,80.687337,301547013.000000,2610095936.000000,811034184.000000,437355520.000000,54669440.000000
48,1765294539919534983,1765294539923777144,4242161,69.865136,292373024.000000,2556098496.000000,680889368.000000,564430080.000000,70553760.000000
49,1765294539923777144,1765294539928061931,4284787,77.715957,296517944.000000,2503607424.000000,768139192.000000,329156352.000000,41144544.000000
50,1765294539928061931,1765294539932332413,4270482,81.464701,297022505.000000,2466926944.000000,806561648.000000,518660352.000000,64832544.000000
51,1765294539932332413,1765294539936564591,4232178,70.279485,289717676.000000,2554903104.000000,678706964.000000,545960448.000000,68245056.000000
52,1765294539936564591,1765294539940927523,4362932,82.112112,298040756.000000,2591475776.000000,815758528.000000,227805184.000000,28475648.000000
53,1765294539940927523,1765294539945161781,4234258,74.934131,294944034.000000,2397154048.000000,736712500.000000,540433920.000000,67554240.000000
54,1765294539945161781,1765294539949456519,4294738,79.370413,292751000.000000,2521759424.000000,774525588.000000,412331776.000000,51541472.000000
55,1765294539949456519,1765294539953818940,4362421,77.121189,301588236.000000,2616358208.000000,775294776.000000,387888640.000000,48486080.000000
56,1765294539953818940,1765294539958072430,4253490,81.544421,296245813.000000,2442361216.000000,805239776.000000,376614144.000000,47076768.000000
57,1765294539958072430,1765294539962391138,4318708,79.033722,298215186.000000,2584145856.000000,785635204.000000,447712512.000000,55964064.000000
58,1765294539962391138,1765294539966663892,4272754,71.634104,296633356.000000,2589620832.000000,708302160.000000,540865280.000000,67608160.000000
59,1765294539966663892,1765294539970949863,4285971,77.892008,296608640.000000,2458408288.000000,770114752.000000,333313280.000000,41664160.000000
60,1765294539970949863,1765294539975231545,4281682,83.068937,290244331.000000,2465783616.000000,803676268.000000,490990336.000000,61373792.000000
61,1765294539975231545,1765294539979454346,4222801,68.488292,287615914.000000,2506859936.000000,656610760.000000,560508928.000000,70063616.000000
62,1765294539979454346,1765294539983831935,4377589,82.405421,300342485.000000,2623607264.000000,824994968.000000,232787712.000000,29098464.000000
63,1765294539983831935,1765294539988061936,4230001,75.233587,294546650.000000,2385926528.000000,738660036.000000,540457216.000000,67557152.000000
64,1765294539988061936,1765294539992356003,4294067,78.722781,293613654.000000,2541871488.000000,770469444.000000,424296960.000000,53037120.000000
65,1765294539992356003,1765294539996720248,4364245,76.798076,300169036.000000,2599484256.000000,768413484.000000,381445376.000000,47680672.000000
66,1765294539996720248,1765294540000979434,4259186,81.534585,293276625.000000,2423449920.000000,797072928.000000,375349248.000000,46918656.000000
67,1765294540000979434,1765294540005294429,4314995,79.517730,298259041.000000,2594453664.000000,790562728.000000,450817792.000000,56352224.000000
68,1765294540005294429,1765294540009572720,4278291,71.333339,294116489.000000,2551783680.000000,699343708.000000,531880960.000000,66485120.000000
69,1765294540009572720,1765294540013862915,4290195,77.800727,296347113.000000,2445379008.000000,768534024.000000,342782464.000000,42847808.000000
70,1765294540013862915,1765294540018146837,4283922,83.254609,292023560.000000,2492080992.000000,810410248.000000,481662720.000000,60207840.000000
71,1765294540018146837,1765294540022380103,4233266,68.684737,290702399.000000,2532149472.000000,665560592.000000,564503296.000000,70562912.000000
72,1765294540022380103,1765294540026742107,4362004,81.163466,298799774.000000,2605467776.000000,808387512.000000,244806144.000000,30600768.000000
73,1765294540026742107,1765294540030972780,4230673,75.469564,294409990.000000,2387887456.000000,740633124.000000,539141888.000000,67392736.000000
74,1765294540030972780,1765294540035267871,4295091,78.166214,291435437.000000,2522157184.000000,759346820.000000,438985728.000000,54873216.000000
75,1765294540035267871,1765294540039628660,4360789,77.354132,300288101.000000,2603282816.000000,774284176.000000,366205696.000000,45775712.000000
76,1765294540039628660,1765294540043897318,4268658,82.574975,294024910.000000,2435864384.000000,809303316.000000,375113216.000000,46889152.000000
77,1765294540043897318,1765294540048202778,4305460,78.680054,297623429.000000,2589806528.000000,780567584.000000,462151168.000000,57768896.000000
78,1765294540048202778,1765294540052487084,4284306,71.102556,297540604.000000,2578689472.000000,705196584.000000,532525312.000000,66565664.000000
79,1765294540052487084,1765294540056770079,4282995,76.968775,295334482.000000,2436471936.000000,757717772.000000,352818688.000000,44102336.000000
80,1765294540056770079,1765294540061057234,4287155,83.134188,292464926.000000,2491164352.000000,810461136.000000,481829376.000000,60228672.000000
81,1765294540061057234,1765294540065282563,4225329,68.303187,288598201.000000,2510222368.000000,657072560.000000,572000256.000000,71500032.000000
82,1765294540065282563,1765294540069645783,4363220,81.219391,299792536.000000,2605163808.000000,811632240.000000,237695744.000000,29711968.000000
83,1765294540069645783,1765294540073874984,4229201,75.004403,294477104.000000,2388023264.000000,736235984.000000,545865216.000000,68233152.000000
84,1765294540073874984,1765294540078166747,4291763,78.200146,291430713.000000,2524051328.000000,759664140.000000,431676672.000000,53959584.000000
85,1765294540078166747,1765294540082533776,4367029,77.616230,300476064.000000,2607597312.000000,777393980.000000,370919936.000000,46364992.000000
86,1765294540082533776,1765294540086795330,4261554,82.452752,294445968.000000,2436163232.000000,809262676.000000,377169920.000000,47146240.000000
87,1765294540086795330,1765294540091108374,4313044,78.641202,296730136.000000,2584076352.000000,777840488.000000,457339904.000000,57167488.000000
88,1765294540091108374,1765294540095372360,4263986,70.125795,297620396.000000,2546327104.000000,695695564.000000,542984192.000000,67873024.000000
89,1765294540095372360,1765294540099654010,4281650,76.035146,295984601.000000,2466335968.000000,750174408.000000,357022720.000000,44627840.000000
90,1765294540099654010,1765294540103939213,4285203,82.828127,292442903.000000,2460924800.000000,807416600.000000,494379520.000000,61797440.000000
91,1765294540103939213,1765294540108165310,4226097,67.957207,288751632.000000,2508667616.000000,654091812.000000,567076096.000000,70884512.000000
92,1765294540108165310,1765294540112529299,4363989,81.635865,299313817.000000,2587089568.000000,814491416.000000,234518784.000000,29314848.000000
93,1765294540112529299,1765294540116766116,4236817,74.457461,295221319.000000,2404630752.000000,732714332.000000,537605632.000000,67200704.000000
94,1765294540116766116,1765294540121066551,4300435,79.509501,292080120.000000,2521184032.000000,774104824.000000,422889216.000000,52861152.000000
95,1765294540121066551,1765294540125431436,4364885,77.353324,302017116.000000,2633099104.000000,778734264.000000,396771072.000000,49596384.000000
96,1765294540125431436,1765294540129668381,4236945,79.486302,291931651.000000,2388123520.000000,773485584.000000,382655488.000000,47831936.000000
97,1765294540129668381,1765294540134005553,4337172,81.445583,302566532.000000,2615196000.000000,821423588.000000,423133184.000000,52891648.000000
98,1765294540134005553,1765294540138259491,4253938,69.977386,291057514.000000,2545635872.000000,678914800.000000,564103424.000000,70512928.000000
99,1765294540138259491,1765294540142562838,4303347,77.666841,295864676.000000,2492551648.000000,765962492.000000,330871296.000000,41358912.000000
100,1765294540142562838,1765294540146847817,4284979,83.419906,291940954.000000,2448693568.000000,811789560.000000,493582080.000000,61697760.000000
101,1765294540146847817,1765294540151075514,4227697,68.672701,290067282.000000,2527398880.000000,663990120.000000,554676224.000000,69334528.000000
102,1765294540151075514,1765294540155446351,4370837,81.857814,299311117.000000,2592035776.000000,816698456.000000,236560384.000000,29570048.000000
103,1765294540155446351,1765294540159680096,4233745,74.821852,294762640.000000,2397796384.000000,735156220.000000,532082688.000000,66510336.000000
104,1765294540159680096,1765294540163982259,4302163,79.248733,292813157.000000,2516542016.000000,773502388.000000,421796864.000000,52724608.000000
105,1765294540163982259,1765294540168346696,4364437,77.411178,301490585.000000,2621583968.000000,777958044.000000,381280512.000000,47660064.000000
106,1765294540168346696,1765294540172595578,4248882,80.754061,290358505.000000,2388719616.000000,781587616.000000,371382784.000000,46422848.000000
107,1765294540172595578,1765294540176931470,4335892,80.975583,300216261.000000,2606020672.000000,810339556.000000,422814208.000000,52851776.000000
108,1765294540176931470,1765294540181193600,4262130,70.398875,292828090.000000,2547170496.000000,687158932.000000,558298112.000000,69787264.000000
109,1765294540181193600,1765294540185490867,4297267,77.050685,296185594.000000,2474158656.000000,760710092.000000,340876288.000000,42609536.000000
110,1765294540185490867,1765294540189767557,4276690,83.161550,291822079.000000,2449802240.000000,808945876.000000,486030592.000000,60753824.000000
111,1765294540189767557,1765294540193990422,4222865,67.583466,289389032.000000,2496156000.000000,651930456.000000,560454400.000000,70056800.000000
112,1765294540193990422,1765294540198348811,4358389,82.454763,299203732.000000,2601587648.000000,822359092.000000,228775680.000000,28596960.000000
113,1765294540198348811,1765294540202581020,4232209,74.808296,294942250.000000,2404648160.000000,735470900.000000,533714688.000000,66714336.000000
114,1765294540202581020,1765294540206885263,4304243,80.080277,294279501.000000,2544758496.000000,785532800.000000,420688128.000000,52586016.000000
115,1765294540206885263,1765294540211248932,4363669,76.950731,301877491.000000,2615367648.000000,774323124.000000,380077312.000000,47509664.000000
116,1765294540211248932,1765294540215498678,4249746,81.521826,292028724.000000,2410590048.000000,793557164.000000,380524032.000000,47565504.000000
117,1765294540215498678,1765294540219821577,4322899,80.244309,298221592.000000,2588149312.000000,797686188.000000,427669248.000000,53458656.000000
118,1765294540219821577,1765294540224093020,4271443,70.858856,295271547.000000,2564926240.000000,697420132.000000,552428800.000000,69053600.000000
119,1765294540224093020,1765294540228378510,4285490,77.003283,295679674.000000,2449983168.000000,758943520.000000,334118400.000000,41764800.000000
120,1765294540228378510,1765294540232656097,4277587,83.224404,291288338.000000,2462851040.000000,808076612.000000,482766848.000000,60345856.000000
121,1765294540232656097,1765294540236878994,4222897,68.015042,288348649.000000,2501146944.000000,653734852.000000,567883264.000000,70985408.000000
122,1765294540236878994,1765294540241243783,4364789,81.749884,299339697.000000,2596459296.000000,815699512.000000,231591680.000000,28948960.000000
123,1765294540241243783,1765294540245474360,4230577,74.940059,294806794.000000,2397601632.000000,736427948.000000,541779712.000000,67722464.000000
124,1765294540245474360,1765294540249769387,4295027,79.428441,293037665.000000,2524952224.000000,775850832.000000,413029376.000000,51628672.000000
125,1765294540249769387,1765294540254136639,4367252,76.924454,301903085.000000,2617802912.000000,774124328.000000,391755520.000000,48969440.000000
126,1765294540254136639,1765294540258379633,4242994,80.948898,291142730.000000,2399800480.000000,785589440.000000,376398080.000000,47049760.000000
127,1765294540258379633,1765294540262706277,4326644,80.638086,298649121.000000,2593797120.000000,802749788.000000,419090944.000000,52386368.000000
128,1765294540262706277,1765294540266965719,4259442,70.337050,294689011.000000,2551621856.000000,690918520.000000,557777152.000000,69722144.000000
0,1765294540266965719,1765294540271259274,4293555,77.731993,296139215.000000,2472399072.000000,767316376.000000,330318336.000000,41289792.000000
1,1765294540271259274,1765294540275536444,4277170,82.261273,291027697.000000,2453306240.000000,798010296.000000,513339648.000000,64167456.000000
2,1765294540275536444,1765294540279759117,4222673,67.909434,290153726.000000,2523978880.000000,656805844.000000,563148544.000000,70393568.000000
3,1765294540279759117,1765294540284125122,4366005,81.673899,298726251.000000,2579377408.000000,813271260.000000,240660992.000000,30082624.000000
4,1765294540284125122,1765294540288356179,4231057,75.030361,299371075.000000,2445037376.000000,748730664.000000,537437952.000000,67179744.000000
5,1765294540288356179,1765294540292653670,4297491,78.917988,293319493.000000,2522334240.000000,771606140.000000,414610432.000000,51826304.000000
6,1765294540292653670,1765294540297011387,4357717,76.916157,300492677.000000,2597945312.000000,770424728.000000,384238080.000000,48029760.000000
7,1765294540297011387,1765294540301256908,4245521,80.793016,289368345.000000,2378261632.000000,779298048.000000,369920768.000000,46240096.000000
8,1765294540301256908,1765294540305589920,4333012,81.173896,301467054.000000,2607309248.000000,815708512.000000,421168128.000000,52646016.000000
9,1765294540305589920,1765294540309850962,4261042,70.285264,292392450.000000,2556286944.000000,685029352.000000,560307712.000000,70038464.000000
10,1765294540309850962,1765294540314142885,4291923,75.633318,296129711.000000,2461043584.000000,746575752.000000,345363456.000000,43170432.000000
11,1765294540314142885,1765294540318422264,4279379,83.080973,293894878.000000,2452397312.000000,813902412.000000,487502336.000000,60937792.000000
12,1765294540318422264,1765294540322649449,4227185,68.831172,288719438.000000,2504332960.000000,662429908.000000,545274368.000000,68159296.000000
13,1765294540322649449,1765294540327011165,4361716,81.169819,298393437.000000,2582253568.000000,807351376.000000,253584384.000000,31698048.000000
14,1765294540327011165,1765294540331249679,4238514,75.066028,295337326.000000,2420105408.000000,738993336.000000,520955136.000000,65119392.000000
15,1765294540331249679,1765294540335545186,4295507,79.233070,290370925.000000,2497332416.000000,766899324.000000,429683968.000000,53710496.000000
16,1765294540335545186,1765294540339903286,4358100,77.846584,301454296.000000,2635569152.000000,782239576.000000,392186624.000000,49023328.000000
17,1765294540339903286,1765294540344154056,4250770,79.872251,295552256.000000,2418324448.000000,786880800.000000,389983744.000000,48747968.000000
18,1765294540344154056,1765294540348483068,4329012,81.052996,301131109.000000,2608394720.000000,813585952.000000,429125632.000000,53640704.000000
19,1765294540348483068,1765294540352742126,4259058,70.346167,291457799.000000,2550106144.000000,683431300.000000,547762944.000000,68470368.000000
20,1765294540352742126,1765294540357035841,4293715,75.948770,295078836.000000,2488312640.000000,747029152.000000,353931008.000000,44241376.000000
21,1765294540357035841,1765294540361321908,4286067,83.669731,294690394.000000,2449021728.000000,821888864.000000,473475072.000000,59184384.000000
